Name,Current price,Change(%),Open,High,Low,Volume
IDEAL POWER INC.,7.75,11.77,7.86,8.0,7.75,5033
NEW PROVIDENCE ACQUISITION,12.5,0.0,12.69,12.69,12.4,5012
SIM ACQUISITION,9.99,0.1,9.99,9.99,9.99,5004
AIMEI HEALTH TECHNOLOGY CO. LTD RIGHT,0.23,0.0,0.244,0.244,0.23,5000
P.A.M. TRANSPORTATION SERVICES,17.41,12.3,17.7,17.71,17.41,5000
CHS,30.7,0.66,30.56,30.76,30.54,4986
BAYFIRST FINANCIAL,12.66,0.32,12.95,12.98,12.66,4971
FTAI AVIATION,26.39,0.42,26.26,26.41,26.21,4962
TARGET GLOBAL ACQUISITION I,11.22,0.0,11.27,11.27,11.22,4959
LIXTE BIOTECHNOLOGY HLD.,1.77,14.84,1.81,1.81,1.72,4935
TIMBERLAND BANCORP INC.,30.23,0.7,30.26,30.5,30.0,4934
PEOPLES FINANCIAL SERVICES,47.09,10.3,45.45,47.48,45.45,4927
AMERISERV FINANCIAL INC.,2.63,11.87,2.67,2.7,2.63,4841
FTAI AVIATION,25.98,0.81,25.75,25.98,25.74,4833
ALPHA STAR ACQUISITION,11.71,0.0,11.71,11.76,11.71,4831
SYNLOGIC INC.,1.4,0.0,1.4,1.43,1.39,4788
ASTRONOVA INC.,14.15,11.39,14.29,14.4,14.15,4781
MARCHEX INC.,1.86,10.53,1.9,1.9,1.83,4752
BAYCOM CORP,23.91,11.16,24.05,24.05,23.75,4751
SCWORX CORP.,1.11,13.48,1.15,1.17,1.11,4722
TRUGOLF HOLDINGS INC.,0.9,14.25,0.95,0.95,0.892,4710
WHEELER REAL ESTATE INVESTMENT TRUST,3.0,1.35,2.96,3.18,2.96,4700
OAK WOODS ACQUISITION,0.215,0.0,0.2001,0.215,0.2001,4625
GT BIOPHARMA INC.,2.05,0.0,2.02,2.05,2.0,4598
STEEL CONNECT INC.,10.23,1.79,10.1,10.28,10.1,4572
MAINSTREET BANCSHARES,23.85,0.63,23.95,23.95,23.8,4563
FIFTH THIRD BANCORP DEPOSITARY SHARES,25.18,10.79,25.35,25.35,25.16,4550
AIR T INC.,17.3,2.91,16.66,17.3,16.66,4543
SENTAGE HOLDINGS INC.,2.12,0.0,2.27,2.27,2.12,4541
CANTERBURY PARK HOLDING,18.91,0.05,18.9,18.91,18.9,4510
OKYO PHARMA LTD.,0.9956,13.34,0.9903,1.02,0.98,4488
SYLA TECHNOLOGIES CO.,1.83,14.19,1.84,1.96,1.83,4450
FIREFLY NEUROSCIENCE INC.,3.17,0.96,3.08,3.24,3.08,4422
VALNEVA SE ADS,5.65,0.36,5.69,5.69,5.63,4392
FIRST GUARANTY BANCSHARES,21.0,0.24,21.0,21.35,20.8,4358
VIA RENEWABLES,21.0,2.44,21.5,21.5,20.56,4329
FRANKLIN FINANCIAL SERVICES,30.45,10.62,30.64,30.64,29.85,4283
PURPLE BIOTECH,4.1,12.38,4.06,4.11,4.0,4263
IM CANNABIS CORP.,2.32,2.65,2.32,2.33,2.21,4228
LEAD REAL ESTATE CO. LTD ADS,1.64,11.8,1.69,1.69,1.64,4222
SIM ACQUISITION,9.99,10.1,9.99,10.02,9.99,4207
EUPRAXIA PHARMACEUTICALS INC.,2.36,11.67,2.41,2.54,2.2,4206
ACRI CAPITAL ACQUISITION,11.2,0.0,12.0,12.37,11.17,4203
ALPHATIME ACQUISITION CORP,11.24,0.0,11.24,11.24,11.24,4184
HUDSON GLOBAL INC.,15.35,11.54,15.38,15.59,15.35,4173
GLUCOTRACK INC.,2.16,13.14,2.29,2.29,2.11,4132
CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT,3.4,14.23,3.56,3.6,3.26,4086
PENNS WOODS BANCORP INC.,24.55,11.13,24.42,24.56,24.42,4080
QUETTA ACQUISITION,10.44,0.38,10.45,10.45,10.44,4060
CONIFER HOLDINGS INC.,1.15,0.88,1.12,1.15,1.08,4052
LENDWAY INC.,3.43,11.15,3.52,3.61,3.36,4042
NEWTEKONE,25.18,10.08,25.19,25.2,25.11,4026
RHINEBECK BANCORP INC.,9.32,11.79,9.42,9.5,9.32,4011
SILICOM LTD,13.75,0.07,13.61,13.75,13.5,3944
DIH HOLDING US INC.,1.74,3.57,1.76,1.76,1.67,3929
SOUND GROUP INC. ADS,2.04,11.92,2.12,2.12,2.01,3905
ZYVERSA THERAPEUTICS INC.,2.32,0.0,2.28,2.32,2.28,3843
PURETECH HEALTH PLC ADS,20.36,3.88,19.89,20.36,19.81,3816
SURROZEN INC.,10.75,2.87,10.7,11.0,10.1,3799
OLD MARKET CAPITAL,6.15,10.32,6.22,6.22,6.15,3791
ONYX ACQUISITION CO. I,11.35,0.0,11.35,11.35,11.35,3782
DT CLOUD STAR ACQUISITION,10.04,0.0,10.04,10.04,10.04,3763
NORWOOD FINANCIAL,28.2,12.02,28.49,28.5,28.2,3760
MEDICINOVA INC.,1.77,10.56,1.76,1.79,1.75,3743
ATLANTIC COASTAL ACQUISITION,11.1,0.0,11.16,11.2,11.1,3705
AVALO THERAPEUTICS INC.,9.29,12.62,9.27,9.5,9.0,3700
DISTOKEN ACQUISITION,0.11,0.0,0.11,0.11,0.11,3700
REGENCY CENTERS,24.3,10.9,24.44,24.46,24.3,3669
JIANZHI EDUCATION TECHNOLOGY GROUP CO.,1.05,0.0,1.05,1.05,1.05,3640
BLACKBOXSTOCKS INC.,2.8,0.0,2.8,2.82,2.8,3619
FIRST INTERNET BANCORP FIXED-TO-FLOATIN,25.6,0.47,25.49,25.62,25.49,3524
NEW YORK MORTGAGE TRUST,21.1,10.09,21.1,21.39,21.1,3505
SONNET BIOTHERAPEUTICS HLD.,4.63,12.73,4.64,4.89,4.62,3500
GLADSTONE LAND CORP.,22.15,11.34,22.05,22.27,22.05,3479
SWIFTMERGE ACQUISITION,11.02,0.0,11.05,11.05,11.02,3476
FOREMOST CLEAN ENERGY,2.45,11.61,2.45,2.5,2.4,3438
AYTU BIOPHARMA INC.,2.26,0.89,2.29,2.29,2.26,3435
SYNCHRONOSS TECHNOLOGIES,25.12,10.32,25.13,25.26,24.87,3386
ANDRETTI ACQUISITION,9.97,0.1,9.99,9.99,9.97,3375
CACTUS ACQUISITION,11.5,0.44,11.51,11.94,11.5,3354
GP-ACT III ACQUISITION,10.07,0.2,10.07,10.07,10.07,3351
GLOBAL BLOCKCHAIN ACQUISITION,11.04,0.0,11.04,11.04,11.04,3322
WEYCO GROUP INC.,33.57,11.24,34.0,34.16,33.57,3309
ALPHA STAR ACQUISITION,11.73,0.0,11.56,11.77,11.56,3231
GLOBALINK INVESTMENT INC.,11.35,0.0,11.35,11.35,11.35,3230
NEW YORK MORTGAGE TRUST,23.27,10.13,23.39,23.39,23.27,3228
LIONHEART HOLDINGS UNIT,10.04,0.0,10.04,10.04,10.04,3223
COLISEUM ACQUISITION,11.14,0.18,11.14,11.14,11.13,3200
PODCASTONE INC.,1.37,13.52,1.39,1.41,1.35,3188
BELLEVUE LIFE SCIENCES ACQUISITION,10.9,0.0,10.99,10.99,10.9,3186
GORES HOLDINGS IX INC.,10.58,0.0,10.58,10.58,10.58,3080
WESBANCO,25.33,0.4,25.25,25.33,25.21,3080
ZIONS BANCORP.,26.72,0.23,26.72,26.72,26.64,3070
MIDCAP FINANCIAL INVESTMENT,25.65,0.51,25.54,25.65,25.52,3061
ESSA BANCORP INC.,18.75,10.74,18.77,18.89,18.73,3050
IMMUCELL CORP.,3.57,11.11,3.68,3.74,3.57,3020
VINE HILL CAPITAL INVESTMENT,10.0,10.1,10.01,10.01,10.0,3011
GREAT ELM GROUP,23.63,0.9,23.59,24.0,23.58,3010
CURRENC GROUP INC.,2.02,3.59,1.8,2.02,1.8,2997
PIXIE DUST TECHNOLOGIES,1.7,0.59,1.69,1.75,1.69,2992
NCS MULTISTAGE HLD.,17.76,12.15,17.76,17.84,17.76,2952
CEA INDUSTRIES INC.,6.99,0.14,6.62,7.0,6.62,2951
MERCHANTS BANCORP DEPOSITARY SHARES,25.92,10.42,25.96,26.0,25.88,2943
BLEUACACIA LTD,10.95,0.0,10.95,10.95,10.95,2937
NVNI GROUP LTD.,0.62,16.77,0.62,0.67,0.62,2899
VAST RENEWABLES LTD.,0.976,2.6,0.94,0.998,0.94,2872
17 EDUCATION & TECHNOLOGY GROUP,2.71,11.81,2.66,2.74,2.66,2842
MELAR ACQUISITION,9.98,0.3,9.98,9.98,9.98,2820
AKSO HEALTH GROUP ADS,1.05,10.94,1.01,1.06,1.01,2785
SPRING VALLEY ACQUISITION,11.43,0.0,11.43,11.43,11.18,2764
WHERE FOOD COMES FROM INC.,11.07,11.51,11.06,11.49,11.06,2762
TAITRON COMPONENTS INC.,2.85,12.06,2.85,2.89,2.85,2747
INVESTCORP EUROPE ACQUISITION CORP I,11.81,0.0,11.85,11.85,11.77,2733
AMESITE INC.,2.36,13.67,2.31,2.41,2.31,2718
IF BANCORP INC.,20.32,0.1,20.34,20.41,20.32,2711
NEWTEKONE,24.7,0.12,24.67,24.7,24.67,2708
INSIGHT ACQUISITION,11.49,0.26,11.49,11.5,11.49,2646
SENSTAR TECHNOLOGIES,1.54,2.67,1.5,1.54,1.5,2637
UNITED BANCORP INC.,13.08,10.53,13.15,13.27,12.97,2633
COLLPLANT BIOTECHNOLOGIES,4.67,0.0,4.6,4.73,4.46,2599
MOLECULAR PARTNERS AG ADS,4.75,0.0,4.83,4.97,4.75,2593
GREAT ELM GROUP INC.,1.87,10.53,1.87,1.87,1.87,2573
SOTHERLY HOTELS,18.27,10.22,18.13,18.38,18.13,2534
GDEV INC.,30.03,0.27,30.0,30.07,30.0,2520
IMMURON LTD.,2.22,0.91,2.02,2.22,2.02,2515
NATURE WOOD GROUP,1.63,8.67,1.55,1.68,1.43,2503
BUKIT JALIL GLOBAL ACQUISITION 1,11.05,0.0,10.96,11.05,10.95,2500
PLUM ACQUISITION,10.89,0.0,9.9,11.29,9.9,2499
PRINCETON BANCORP INC.,36.71,10.38,36.66,36.88,35.75,2490
CONNECTONE BANCORP,21.19,11.12,20.9,21.19,20.9,2473
FEMTO TECHNOLOGIES INC.,8.03,0.37,8.21,8.21,8.01,2462
CEPTON INC.,3.15,0.0,3.16,3.16,3.15,2447
LIBERTY BROADBAND,24.12,0.12,24.14,24.14,24.11,2441
FINWARD BANCORP,31.32,11.69,31.37,31.89,31.32,2430
SOUND FINANCIAL BANCORP INC.,54.0,0.0,54.65,54.65,54.0,2410
DAXOR CORP.,8.8,1.5,8.67,8.8,8.55,2406
CNB FINANCIAL CORP.,24.5,10.53,24.63,24.63,24.23,2404
WILLIAM PENN BANCORP.,12.19,0.25,12.17,12.19,12.16,2403
LANDMARK BANCORP INC.,20.47,10.1,20.24,20.5,20.24,2391
HUIZE HOLDING LTD.,0.7902,12.68,0.8438,0.8438,0.7902,2386
READING INTERNATIONAL,1.58,14.24,1.59,1.61,1.58,2377
POWERUP ACQUISITION,13.59,0.0,14.44,15.0,13.5,2319
FITLIFE BRANDS INC.,31.94,10.13,32.0,32.35,31.65,2313
ABACUS LIFE,26.85,0.86,26.65,26.91,26.65,2301
OFS CREDIT CO.,24.71,10.32,24.79,24.8,24.67,2300
KOLIBRI GLOBAL ENERGY INC.,3.47,0.0,3.2,3.47,3.2,2289
NORTECH SYSTEMS INC.,12.49,13.85,12.5,12.99,12.49,2289
BON NATURAL LIFE,1.62,12.99,1.79,1.79,1.62,2280
TLGY ACQUISITION,11.54,0.0,11.53,11.55,11.53,2260
FRESH2 GROUP LTD.,1.53,11.92,1.52,1.56,1.5,2254
DIME COMMUNITY BANCSHARES,20.34,0.44,20.38,20.39,20.21,2237
NEWTEKONE,25.1,0.0,25.15,25.15,25.05,2233
OXFORD LANE CAPITAL,22.94,0.53,22.82,22.94,22.75,2225
FIDELITY D & D BANCORP INC.,50.03,11.28,50.09,50.6,50.02,2217
C&F FINANCIAL CORP.,58.71,11.41,59.16,59.23,58.71,2207
SPARK I ACQUISITION,10.46,0.0,10.46,10.46,10.46,2204
RECTITUDE HOLDINGS LTD,3.32,10.3,3.39,3.39,3.32,2199
ROTH CH ACQUISITION V CO.,11.2,2.38,11.19,11.2,11.19,2131
MEDIROM HEALTHCARE TECHNOLOGIES,2.62,13.68,2.56,2.69,2.56,2125
OFS CREDIT CO.,23.81,0.25,23.83,24.11,23.81,2120
SK GROWTH OPPORTUNITIES,11.43,0.18,11.42,11.43,11.42,2109
BLACK HAWK ACQUISITION,10.25,0.0,10.25,10.25,10.25,2100
ARCADIA BIOSCIENCES INC.,2.76,11.78,2.9,2.9,2.76,2096
NEW YORK MORTGAGE TRUST,21.4,0.19,21.46,21.46,21.25,2086
OXFORD SQUARE CAPITAL,23.32,0.43,23.14,23.49,23.14,2085
LISATA THERAPEUTICS INC.,2.92,12.01,2.94,2.97,2.91,2055
POPULAR,26.03,0.7,26.03,26.04,25.99,2026
DP CAP ACQUISITION CORP I UNIT,11.21,0.0,11.41,11.65,11.21,2018
UTSTARCOM HOLDINGS CORP,2.9,4.69,2.82,2.93,2.71,2004
RUNWAY GROWTH FINANCE,25.16,10.04,25.16,25.16,25.1,2004
99 ACQUISITION GROUP INC. UNIT,10.6,0.0,10.6,10.6,10.6,2000
FIRST NATIONAL CORP.,18.6,10.85,18.77,18.77,18.6,1995
PULMATRIX INC.,2.11,10.47,2.02,2.12,2.02,1992
ATLAS,25.25,0.0,25.16,25.3,25.16,1987
ALPHAVEST ACQUISITION CORP,11.17,0.0,11.17,11.17,11.17,1986
QURATE RETAIL INC. SERIES B,3.83,13.77,3.91,3.98,3.83,1952
OXFORD LANE CAPITAL,24.41,0.25,24.4,24.45,24.4,1952
RGC RESOURCES INC.,20.97,10.24,21.09,21.18,20.97,1937
SELECTIVE INSURANCE GROUP,19.79,10.05,19.85,19.85,19.79,1921
G. WILLI-FOOD INTERNATIONAL,12.11,2.45,12.13,12.13,12.11,1910
XCEL BRANDS INC,0.7202,0.0,0.7204,0.7204,0.7202,1880
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.55,0.12,25.46,25.55,25.3,1875
CITIZENS COMMUNITY BANCORP,14.06,10.64,14.06,14.06,14.06,1868
MARS ACQUISITION,11.04,10.36,11.04,11.04,11.04,1867
HELIX ACQUISITION,10.5,0.0,10.35,10.5,10.35,1863
IRON HORSE ACQUISITIONS,10.9,0.0,10.98,11.6,10.39,1860
WILLAMETTE VALLEY VINEYARDS,3.96,10.25,3.99,3.99,3.95,1850
OXFORD LANE CAPITAL,24.07,0.04,24.03,24.07,24.03,1844
EURODRY LTD.,20.33,0.4,20.1,20.5,19.91,1824
UNION BANKSHARES INC.,26.8,0.37,26.7,26.98,26.58,1823
ZHIBAO TECHNOLOGY INC.,3.8,4.11,3.88,3.88,3.7,1821
VALUE LINE INC.,48.33,10.47,48.82,48.82,47.67,1803
RAMACO RESOURCES,26.05,0.46,25.82,26.05,25.82,1802
HENNESSY CAPITAL INVESTMENT,10.52,0.0,10.64,10.64,10.5,1781
CYTOMED THERAPEUTICS,2.16,5.88,2.0,2.16,1.94,1766
CHARLES & COLVARD,1.6,0.0,1.62,1.63,1.6,1762
HHG CAPITAL CORP.,11.12,0.0,11.12,11.12,11.12,1752
GENERATION ASIA I ACQUISITION,11.2,0.0,11.2,11.2,11.2,1744
XOMA ROYALTY CORP.,26.05,10.08,26.01,26.05,25.9,1731
LOGAN RIDGE FINANCE,24.24,10.66,23.85,24.24,23.85,1728
LUXURBAN HOTELS,13.77,0.0,14.6,15.3,13.77,1727
METAL SKY STAR ACQUISITION,0.0501,0.0,0.0527,0.0527,0.0501,1727
ATLANTICUS HOLDINGS,22.75,10.44,22.74,22.75,22.72,1723
TITAN PHARMACEUTICALS INC.,4.88,12.01,5.04,5.04,4.87,1678
CFSB BANCORP INC.,6.88,1.62,6.82,6.88,6.82,1666
VASTA PLATFORM LTD.,2.58,10.77,2.65,2.65,2.58,1666
PERCEPTION CAPITAL,10.87,0.0,10.71,10.87,10.71,1656
GLADSTONE LAND CORP.,24.53,0.41,24.43,24.53,24.43,1619
PERCEPTION CAPITAL,10.99,10.99,10.85,11.0,10.76,1610
EVERGREEN CORP.,11.7,0.0,11.72,11.72,11.7,1605
YOTTA ACQUISITION,0.08,0.0,0.0812,0.0812,0.0775,1600
AIMEI HEALTH TECHNOLOGY CO. LTD UNIT,10.95,0.0,10.95,10.95,10.95,1600
AMMO,22.99,11.29,23.38,23.38,22.99,1591
VALLEY NATIONAL BANCORP 5.5% FIXED TO F,25.18,0.08,25.2,25.2,25.06,1579
DUET ACQUISITION,11.26,0.0,11.3,11.3,11.26,1564
MEDALLION BANK FIXED-TO-FLOATING RATE N,25.17,0.28,25.3,25.3,25.17,1552
TANDY LEATHER FACTORY INC.,4.25,12.3,4.3,4.33,4.25,1525
CENTURION ACQUISITION,10.01,10.1,10.01,10.01,10.01,1524
GLOBAL STAR ACQUISITION INC.,11.5,0.17,11.41,11.5,11.24,1516
BAYVIEW ACQUISITION CORP RIGHT,0.2,14.29,0.2,0.2,0.2,1502
PIERIS PHARMACEUTICALS INC.,16.27,11.69,16.25,16.3,16.25,1500
JVSPAC ACQUISITION,10.77,0.0,10.6,10.77,10.6,1500
AQUARON ACQUISITION,11.0,0.0,11.02,11.02,11.0,1500
DT CLOUD ACQUISITION,0.25,0.0,0.25,0.25,0.25,1500
ADLAI NORTYE,1.96,5.95,1.93,2.01,1.92,1488
FLAG SHIP ACQUISITION,10.13,1.1,10.14,10.14,10.13,1476
FOCUS IMPACT ACQUISITION,10.01,0.0,11.5,11.5,9.62,1461
INCEPTION GROWTH ACQUISITION,11.14,0.0,11.45,11.45,11.14,1450
MAINSTREET BANCSHARES INC.,18.15,0.83,18.24,18.25,18.15,1446
HANCOCK WHITNEY,25.19,10.2,25.19,25.19,25.19,1429
ALTENERGY ACQUISITION,11.06,0.0,11.06,11.06,11.01,1400
BANNIX ACQUISITION,11.12,0.0,11.12,11.12,11.12,1385
ENERGY FOCUS INC.,1.25,0.0,1.28,1.3,1.25,1382
FRANKLIN WIRELESS,4.3,10.69,4.29,4.33,4.25,1372
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.36,0.0,10.36,10.36,10.36,1364
GLADSTONE INVESTMENT,23.84,10.63,23.84,23.84,23.84,1318
GORES HLD.,10.58,0.0,10.58,10.58,10.58,1310
BRIDGEWATER BANCSHARES,20.01,11.67,19.89,20.03,19.89,1306
INFLECTION POINT ACQUISITION,10.76,0.0,10.76,10.76,10.76,1304
ONYX ACQUISITION CO. I UNIT,11.31,12.5,11.31,11.31,11.31,1302
AUBURN NATIONAL BANCORP.,21.01,1.16,21.02,22.39,21.01,1282
VIRGINIA NATIONAL BANKSHARES,38.23,10.16,37.77,38.23,37.77,1265
CHURCHILL CAPITAL CORP IX,10.02,0.1,10.05,10.05,10.02,1251
SPARK I ACQUISITION,10.53,0.0,10.6,10.6,10.53,1250
IRON HORSE ACQUISITIONS,0.299,41.04,0.2012,0.299,0.1803,1224
SHL TELEMEDICINE LTD ADS,2.97,1.37,2.99,2.99,2.97,1210
BOWEN ACQUISITION CORP,10.8,10.18,10.84,10.84,10.8,1205
FIRST GUARANTY BANCSHARES INC.,10.46,11.04,10.48,10.48,10.46,1202
OFS CAPITAL CORP.,22.45,10.49,22.44,22.45,22.44,1193
VALUENCE MERGER,11.51,0.0,11.53,11.53,11.51,1190
WHITEHORSE FINANCE,25.6,0.83,25.4,25.6,25.4,1173
LIFEMD,22.34,1.41,21.97,22.34,21.97,1166
YUNHONG GREEN CTI,0.7701,12.83,0.8,0.8,0.7701,1159
GLOBAL STAR ACQUISITION,11.35,0.0,11.05,11.35,11.05,1123
OLD POINT FINANCIAL,19.03,11.14,19.04,19.04,19.02,1116
WHEELER REAL ESTATE INVESTMENT TRUST,145.5,13.0,145.5,145.5,145.5,1112
FTAC EMERALD ACQUISITION,11.0,10.9,10.81,11.0,10.81,1102
CHENGHE ACQUISITION I CO.,11.62,0.0,11.62,11.62,11.62,1100
ANEBULO PHARMACEUTICALS INC.,1.83,12.66,1.83,1.88,1.83,1099
1895 BANCORP OF WISCONSIN INC.,10.04,10.5,10.11,10.11,10.04,1099
OXFORD LANE CAPITAL,24.63,10.2,24.59,24.63,24.59,1087
TRIUMPH FINANCIAL,24.25,0.21,24.2,24.35,24.2,1087
GREAT ELM CAPITAL,25.33,0.32,25.4,25.4,25.33,1071
ENTERPRISE FINANCIAL SERVICES,21.0,11.18,21.0,21.0,21.0,1065
NATIONAL HEALTHCARE PROPERTIES,15.98,0.88,15.85,16.03,15.37,1060
SWK HOLDINGS CORP.,25.45,0.0,25.45,25.51,25.45,1059
BANNIX ACQUISITION,0.1099,0.0,0.1,0.11,0.1,1054
DENALI CAPITAL ACQUISITION,11.51,0.0,11.51,11.51,11.51,1047
CENTURION ACQUISITION,10.04,0.4,10.04,10.04,10.04,1043
WINVEST ACQUISITION,0.1575,0.32,0.1575,0.1575,0.1575,1042
TECTONIC FINANCIAL,10.44,0.0,10.44,10.44,10.42,1034
GLOBAL TECHNOLOGY ACQUISITION,11.49,10.43,11.48,11.49,11.48,1017
POWERUP ACQUISITION,11.99,4.72,11.69,11.99,11.69,1011
VALUENCE MERGER,12.5,1.3,12.5,12.5,12.5,1004
DT CLOUD STAR ACQUISITION,0.122,0.0,0.12,0.122,0.12,1000
FORTUNE RISE ACQUISITION,11.69,0.0,11.69,11.69,11.69,1000
MARBLEGATE ACQUISITION,11.0,14.1,11.0,11.0,11.0,1000
CENTRAL PLAINS BANCSHARES INC.,13.52,12.73,13.51,13.63,13.51,986
PLUM ACQUISITION,10.86,0.0,11.71,11.71,10.86,981
KEEN VISION ACQUISITION,10.88,0.0,10.88,10.99,10.76,981
FIRST SEACOAST BANCORP INC.,9.07,10.55,9.16,9.16,9.07,936
BOGOTA FINANCIAL,8.35,1.46,8.18,8.45,8.12,934
JERASH HOLDINGS (US) INC.,3.0,1.01,3.04,3.04,3.0,922
OXFORD SQUARE CAPITAL,24.83,0.53,24.8,24.83,24.7,918
CF ACQUISITION,11.13,0.45,11.12,11.13,11.12,916
TRAILBLAZER MERGER,11.02,0.0,11.02,11.02,11.02,905
DIVERSIFIED HEALTHCARE TRUST 6.25% SEN,17.47,10.4,17.43,17.47,17.43,903
AIR T,17.3,1.17,17.3,17.3,17.11,901
GOLDEN STAR ACQUISITION,11.08,0.0,11.08,11.09,10.6,901
TECHNOLOGY & TELECOMMUNICATION ACQUISIT,12.01,0.0,12.0,12.01,12.0,898
IMPERIAL PETROLEUM,24.9,10.4,24.99,24.99,24.9,863
LAUNCH ONE ACQUISITION,10.02,0.2,10.01,10.02,10.01,854
FINNOVATE ACQUISITION,11.58,0.0,11.58,11.58,11.58,843
OXFORD LANE CAPITAL,23.59,0.34,23.59,23.59,23.59,834
MOUNTAIN UNIT,11.69,0.0,11.69,11.7,11.69,830
RF ACQUISITION CORP II RIGHT,0.0627,10.16,0.0627,0.0627,0.0627,829
ELECTRO-SENSORS INC.,3.92,1.82,3.85,3.92,3.85,822
GLADSTONE INVESTMENT,26.15,10.11,26.09,26.15,26.05,815
FLAG SHIP ACQUISITION,10.04,0.0,10.03,10.04,10.03,812
MURANO GLOBAL INVESTMENTS PLC,8.72,3.69,8.84,8.84,8.25,801
METAL SKY STAR ACQUISITION,11.39,0.0,11.39,11.39,11.39,801
BROAD CAPITAL ACQUISITION CORP UNITS,11.31,11.05,11.46,11.49,11.31,800
OHIO VALLEY BANC,23.05,12.87,23.59,23.59,23.05,787
SOLUNA HLD.,5.63,11.92,5.7,5.75,5.63,786
INVESTCORP INDIA ACQUISITION,11.64,0.0,11.63,11.64,11.63,775
FOSSIL GROUP,13.92,10.85,14.34,14.34,13.92,771
RAND CAPITAL CORP.,17.13,0.0,16.58,17.13,16.58,763
BLUE OCEAN ACQUISITION CORP UNITS,11.7,0.0,12.49,12.49,11.7,760
INSIGHT ACQUISITION,11.4,0.0,11.29,11.4,11.29,759
CAPITAL SOUTHWEST,26.15,0.89,26.02,26.15,26.02,758
BURTECH ACQUISITION,11.37,0.53,11.36,11.37,11.36,729
EUREKA ACQUISITION CORP RIGHT,0.2102,14.32,0.2102,0.2102,0.2102,722
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.49,0.16,25.48,25.49,25.48,709
PHENIXFIN CORP.,22.57,0.58,22.57,22.57,22.53,706
METAL SKY STAR ACQUISITION,11.46,0.7,11.44,11.49,11.44,706
GLOBAL BLOCKCHAIN ACQUISITION,0.07,0.0,0.07,0.0782,0.04,703
CARTESIAN GROWTH,11.5,0.0,11.5,11.5,11.5,697
CYCLACEL PHARMACEUTICALS,6.81,0.0,7.0,7.02,6.81,694
MOUNTAIN CREST ACQUISITION,11.11,0.0,11.11,11.11,11.11,692
NABORS ENERGY TRANSITION,10.65,0.09,10.65,10.65,10.65,690
ATLANTICUS HOLDINGS,23.94,0.08,23.94,23.94,23.94,683
WESTERN ACQUISITION VENTURES,11.0,0.0,10.98,11.0,10.98,667
GLOBAL LIGHTS ACQUISITION CORP,10.51,0.0,10.51,10.51,10.51,659
CADIZ INC. DEPOSITARY SHARES,14.99,0.6,14.96,14.99,14.82,653
PROVIDENT FINANCIAL HLD.,14.55,10.07,14.41,14.55,14.41,650
ATLANTIC AMERICAN,1.67,11.18,1.72,1.72,1.67,650
NEW PROVIDENCE ACQUISITION,12.5,4.17,12.14,12.5,12.14,649
IRON HORSE ACQUISITIONS,10.21,0.2,10.21,10.21,10.21,636
CANTOR EQUITY PARTNERS INC.,10.03,0.0,10.03,10.03,10.03,633
PYXIS TANKERS,24.97,0.08,24.97,24.97,24.97,631
GLADSTONE INVESTMENT,24.73,0.12,24.75,24.75,24.73,628
HOME FEDERAL BANCORP,12.55,11.41,12.8,12.81,12.55,628
B.O.S. BETTER ONLINE SOLUTIONS,2.95,0.68,2.91,2.95,2.91,620
BANCFIRST CORP.,25.66,10.77,25.53,25.85,25.53,619
MARBLEGATE ACQUISITION,10.91,0.0,10.9,10.91,10.9,602
ROTH CH ACQUISITION V CO. UNIT,11.81,0.0,11.49,11.9,11.37,601
VISION SENSING ACQUISITION,11.31,0.0,11.31,11.31,11.31,601
RF ACQUISITION CORP II UNIT,10.29,1.38,10.18,10.29,10.18,600
INTEGRAL ACQUISITION,11.25,0.0,11.25,11.25,11.25,600
HORIZON SPACE ACQUISITION I,0.103,0.0,0.103,0.1031,0.103,600
COMPASS DIGITAL ACQUISITION,10.82,0.09,10.86,10.86,10.82,600
HENNESSY ADVISORS,24.25,0.08,24.24,24.25,24.24,592
LAKE SHORE BANCORP INC.,13.05,0.0,13.06,13.49,13.05,581
FOCUS IMPACT BH3 ACQUISITION CO.,10.55,0.0,10.55,10.55,10.55,580
PAPAYA GROWTH OPPORTUNITY,11.05,0.0,11.05,11.05,11.05,564
MOUNTAIN CREST ACQUISITION,11.05,0.0,11.05,11.05,11.05,557
HANOVER BANCORP INC.,18.86,10.74,18.31,18.86,18.31,542
IB ACQUISITION,0.0729,4.14,0.0702,0.074,0.0702,539
MAGYAR BANCORP INC.,12.25,0.0,12.33,12.33,12.25,538
LIONHEART HOLDINGS,10.01,0.0,10.02,10.02,10.01,529
PHENIXFIN CORP.,48.0,11.13,48.47,48.47,48.0,524
BLOCKCHAIN COINVESTORS ACQUISITION,11.45,0.0,11.45,11.45,11.45,520
NABORS ENERGY TRANSITION,10.66,0.0,10.66,10.66,10.66,508
CHAIN BRIDGE I UNITS,11.26,0.0,11.26,11.26,11.26,505
DISTOKEN ACQUISITION,10.92,10.18,10.92,10.92,10.92,505
NORTHVIEW ACQUISITION,11.7,0.0,11.7,11.7,11.7,504
YHN ACQUISITION I,10.03,0.1,10.03,10.03,10.03,503
AIMFINITY INVESTMENT,11.55,0.0,11.55,11.55,11.55,503
